"text_id","subject","text","ratingA1","ratingA2","ratingA3","labelA","ratingM1","ratingM2","ratingM3","ratingM4","ratingM5","labelM"
"C05758546_1","","Hilary,

You may know but for the last four years I have been working with the Qatari's and in particular with Sheikha Moser on disability issues in Qatar and I have built up a good relationship with them

Sheikha Moser has approached me privately saying they are keen to get their relationship with the USA onto a more positive footing and she was hoping for a ""women-to women"" one to one private meeting with you. She is happy to come to Washington if you could make some time available.

Is this something you would be prepared o do. Sheikha Moser is someone who has real influence in Qatar and she has made a lot of difference already with her education city and with the Shaffalah Centre for people with Disabilities in which I am involved as the Co Chair of its Annual Disability conference. I am sure the conversation would not be confined to these issues but would be about the US/Qatar relationship generally.

Cherie Blair","2","3","2","3","2","3","2","2","2","2"
"C05797414_1","Sec. Clinton","Tamera - - I would be very grateful if you could pass on the following message to Sec. Clinton:

Dear Secretary Clinton,

Phyllis and I have been very concerned since learning of your fall and concussion several weeks ago, and are now more acutely alarmed over your hospitalization for a blood clot.

Please know that we are thinking of you and that you are in our prayers - - and praying is one thing that I am pretty good at!

Most sincerely, we wish you a full and speedy recovery and hope you are able to return to your regular routine in short order.

Please accept our best wishes for a 2013 filled with good health, joy, success and peace.

Warm regards and Shalom,

Michael

Michael S. Miller Executive Vice President and CEO Jewish Community Relations Council of New York 225 West 34th Street, Suite 1607 New York, NY 10122 W: 212-983-4800, ext. 130 F: 212-983-4084 www.jcrcny.org","2","3","3","3","3","1","3","2","2","2"
"C05773498_7","Congratulations","Dear President Martelly and Prime Minister Lamothe,

I wanted to send a quick note to congratulate you on your announcement today regarding the publication of the constitutional amendments. On behalf of the United States, we look forward to supporting your decision and to assisting as appropriate in its implementation. You have set the stage for all of the election donors to do their part in supporting the preparations for the upcoming elections; we look forward to coordinating with you and Haiti's international partners to fulfill your goal of holding municipal and senate elections by the end of November.

I wish you a safe trip to Rio and look forward to our next meeting. We remain fully committed to your government's efforts in support of Haiti's economic and social development.

Best.

cdm

Sent from my BlackBerry® device from Digicel","3","3","3","3","2","3","3","1","2","2"
"C05770507_7","Peter Erlinder","Dear Mr. Koh,

I am a colleague of Professor Erlinder and also a graduate of Yale Law School ('79). I invoke the latter connection in hopes of obtaining your attention to a plea on Professor Erlinder's behalf.

Professor Erlinder and I agree on very little politically. Indeed, we disagree on almost every issue. However, I want the U.S. government to do everything it can to speedily obtain Professor Erlinder's release.

But those merits are, in my opinion, entirely beside the point, as is the question of whether Professor Erlinder was foolish or brave to return to Rwanda. I respect both Don Quixote and Clarence Darrow. The point is that Professor Erlinder put himself at risk to ""walk the walk"" of a fundamental principle of any free society — the right to counsel. The defendants at the Nuremberg trials had counsel. The Israelis accorded Eichmann counsel.

It now appears that Professor Erlinder's detention may turn into a covert execution. ""Under intense interrogation from detectives, detained American Prof. Peter Erlinder swallowed up to 50 tablets meant to treat hypertension and other medical conditions — which the Police now says is also another crime, RNA can exclusively reveal."" Rwandan News Agency - Wednesday, 02 June 2010 13:28 by RNA Reporter http://rnanews.com/politics/3496-distressed-peter-erlindertries-to-commit-suicide—police-

Please use all the skills and resources at your command to cause our government to help Professor Erlinder to freedom before it is too late.

Thank you.

Professor Daniel S. Kleinberger Founding Director, Mitchell Fellows Program William Mitchell College of Law 875 Summit Avenue St. Paul, MN 55105 email: phone: 651 290-6387 fax: 651 290-6414","2","3","2","3","2","3","2","3","3","3"
"C05786062_2","","All- we've analyzed the document and conferred with SD and CJCS. Appreciate the effort of all. The text as far as the Iraqis are willing to go today falls well short of the features we discussed last night. We therefore plan, as discussed, to issue the EXORD at 1500 EST. This order begins a movement of people that is reversible and temporary, as negotiations continue.

Jeh Johson and Bob Taylor are prepared to explain the legal shortcomings for further negotiation. Jim Miller will choreograph, with JS and CENTCOM and State, the unfolding of this action to mitigate disruption.

Appreciate the continued efforts of all. Ash","1","2","3","2","3","2","2","2","2","2"
"C05784056_1","Opposition leader","Hi Jake,

In several ways,

The example of Kim Dae Jung in Korea is a good one: as a candidate for pres he bitterly opposed the IMF program. But then supported in the national interest -- which not only saved the economy from bankruptcy but lead to its dramatic revival. And he came across as a hero for putting the national interest above party interests and for the ultimate success of the policy. I was financial advisor to Korea at the time -- and the national unity this produced had a profound impact on markets and respect for korea around the world.

See you soon, Bob","3","2","3","3","2","1","2","2","2","1"
"C05792723_0","","Dear Madam Secretary: It has been a pleasure and an honor to serve you and the President

in Afghanistan. We have seen extraordinary developments over the past year, including the conclusion of the Strategic partnership Agreement and its associated Memorandum of Understanding.

It is with great reluctance that I must ask that you and the President accept my resignation this July at a date convenient to you.

Once again, it has been an honor to serve. Sincerely,

Ryan C. Crocker Ambassador

The Honorable Hillary Rodham Clinton Secretary of State Washington, DC.","3","3","1","3","1","3","2","2","3","2"
"C05739546_2","","Cody,

Realistically the UN will not authorise a no fly zone while Gaddafi continues to hold off bombing and strafing but keeping it up front and on the military agenda keeps him worried. Yet for a few frustrating months that ambivalence kept the Serbian aeroplanes on the ground before we acted. My hope is that preparations continue with visuals of planes flying off carriers, airborne early warning planes flying and people with clout outside the Administration demanding preparations. But and it is a big BUT what else can and should we be doing? Encourage humanitarian ships and convoys from Egypt to bring in supplies since we must ensure the cities in the East can hold up living standards, maybe for months. More adventurous, Egyptian Special Forces to go in and advise, even supplying hand held missiles. It appears they have few missiles; the military in the East having been deliberately kept ill-equipped. There is old Nasserite sentiment for a Federation of Egypt, Sudan and Libya. I know some will say Egypt has enough problems and they should stay resolutely focused on domestic reforms. it is delicate but words alone and the balance of advantage will slip to Gaddafi. A Gaddafi victory is possible and needs to be weighed in the balance now when deciding what to do.

I'm more worried than I am ready to say publicly.

Yours David","2","1","1","1","2","2","1","3","1","1"
"C05794565_0","MG in Ibad - quick rundown","Marc was quite pleased with his conversations with Kayani and is likely to go back in October with the same time (Grossman, Lute, Lavoy).

Panetta called Karzai at 1 am and bought another day at least. Grossman and Lute will meet with Karzai tomorrow to try to make progress. This continues to be difficult. Cunningham is conveying your message that now is not the time for a confrontation.

Looks like another green-on-blue attack today with two Brits killed. Will keep you posted.

You may have seen that Japan has gone public with its new nuclear policy. Big anti-Japanese protests in China today.

That's about all for now.","1","1","3","1","2","2","2","1","1","1"
"C05770485_0","Corker","He is calling to complain about Ambassador Holbrooke. He feels that Holbrooke is condescending and not forthcoming, including at this week's hearing. He also has broader concerns about the lack of a clear end state and metrics for our Afghan policy, but the main reason he wants to talk to you is about Holbrooke.

Holbrooke tried to faithfully answer his questions and frankly Corker was looking for a sound byte and he got one. We can offer him additional briefings and a readout after your upcoming trip if that would help.

You could use also this opportunity to thank him for sitting down earlier this week on the New START Treaty; to note that we received and are following up on his July 14 follow-up letter; and that we want to continue working with him to get him to a place where he can support the treaty.","1","3","2","2","2","2","3","2","3","3"
"C05760580_1","","Just saw a portion of S interview with Jorge Ramos. She hit the ball out of the park on the question framed around Enrique Krauze's NYT op-ed today about US moral hypocrisy. I don't think he was expecting her to give a categorical answer and address the issue head on. They teased her response to a question about Chavez's comment that Obama is ignorant. They will air it in Ramos' Sunday talk show. My mom saw the Telemundo interview with Sevcec. She said that one was more personal and friendly.

Meanwhile, the coverage out of Mexico City featured Espinosa welcoming the WH announcement today as consistent with the overall policy goals while calling on us to do more.

Did she do Patricia Junot of CNN en Espanol?

You've prob seen the promo: Anderson Cooper is reporting from the border 'the war next door"" for the next two days. They had a pretty dramatic set-up piece today.","1","1","2","1","2","2","1","2","1","1"
"C05769976_1","","Great. Will keep confidential and appreciate your doing that w this note.

Just reviewed. Will miss Matt. ©

One missing piece here is leadership. Who can attract/retain/manage/hold accountable a team at the highest level. I just don't see who would be on par with Sec. Clinton in terms of that aspect.

The other missing piece is coordinating Treasury and multilateral engagement. WB and EU are probably bigger ag funders than US govt even after we start spending real money in these countries.

This is particularly true on the research, education and extension areas — and that is an area where USDA has CDC like capacity that should be leveraged aggressively. It's true that until recently USDA didn't offer this real capacity it has to anyone -- forcing people to work through the foreign ag service which is a completely different way to engage. But that is changing rapidly.

It's also true on agricultural infrastructure and marketing, where MCC brings more to the table than anyone — especially in the area of ag infrastructure.

USAID's strength should be in the country planning and country level implementation — and in this respect this initiative (even housed outside of AID)

I also suspect that in early countries we will need to identify strong leadership — which could be existing AID staff but it may be helpful to being open to finding new people at that level if needed.

This is very similar to the initial PEPFAR debate.","1","2","3","2","1","2","2","2","3","2"
"C05762899_1","","We had a little fun at today's briefing. Our friends in the media have been bugging us regarding your holiday plans, so we announced your departure from Washington in the following way:

""...And finally, a few of you have asked about the schedule of the Secretary of State over the next few days. I can tell you this morning the Secretary departed Washington and she stopped at the North Pole for an important bilateral meeting with a well known international figure. During the meeting, in a formal demarche, sung to the tune of Twelve Days of Christmas, the Secretary outlined her aspirations for the new year. They include, and feel free to hum along: open and accountable governments, Middle East negotiations, more civilians in Afghanistan, empowerment of women, fewer nuclear weapons, respect for human rights, resolution of historic grievances, treaties through the United States Senate, Six-Party Talks, dialogue with Iran, enough food for people of the world to eat, climate change legislation, and lastly, a championship for the Boston Red Sox. Okay, that last one's not on her list, but Harold Koh and I thought it was important that we mention that here.""

It is a privilege to be a part of your team. We wish you, the President and Chelsea all the best during the holiday season and look forward to great achievements in 2010, with one tiny exception.","1","2","3","2","2","2","2","3","2","2"
"C05794389_1","","H, May I have your permission to speak with someone on your staff regarding this new Water Partnership ? If yes, who would that be ? I have been in the trenches on this topic in the US, and to some degree in the UK and elsewhere, for over 4 years and have learned a great deal about specific vulnerabilities, possible better and less costly systems, pitfalls, barriers, etc. Includes many US cities, some water authorities, some water associations, etc. Would love to 'noodle' and strategize this with the right person. Won't get in the way, may be able to help & will be low profile. As always, thanks. M","1","3","2","2","3","2","1","2","1","1"
"C05772347_1","","I have just received this email on my personal account, which I check much less frequently than my State account.

I have not received any emails from you on my State account in recent days -- for example, I did not get the email you sent to me and Feltman on the Egyptian custody case. Something is very wrong with the connection there. I suppose a near-term fix is to just send messages to this account -- my personal account -- and I will check it more regularly.

I have a written readout that I will send home tonight for you. I spoke with Cannon's guy yesterday and told him we'd come back to him Monday or Tuesday. I'll have CDM follow up with Rangel and then take it from there.","2","2","2","2","1","2","1","2","2","1"
"C05789970_1","","Raj:

The Secretary has asked for a review of our economic assistance to Egypt; she understandably wants to ensure that what we are doing is focused; aligned with current priorities and opportunities; and produces some high-impact, highvisibility results in the near term. This is consistent with her desire to demonstrate that we are changing the way we do business, and that the US get some credit for what we are doing.

I understand from Jake that he, Bill and Rob are working with your team and Cairo to do a rapid review, including of our ongoing programs. Given the difficulty and priority.of this, the team in Cairo may need some moral and technical support to get there — particularly when they have to make some tough decisions.

The Secretary, as we all are, is looking for the best way to position ourselves in the new political landscape, which may mean as it has in other places that we have to stop doing some of what we are doing now to focus on higher priorities and emerging opportunities.

Can you connect with Jake and Rob so we have a process to prioritize this activity and to ensure as we step through this we get the best from the team on the ground. And if needed, it may appreciated if we offer Mara and the mission in Cairo some extra help as well.

Can you address?

Thanks.

cdm","3","2","2","3","2","3","2","3","3","3"
"C05780417_1","","Hi Huma,

Per your earlier request, we'll need to prepare a memo to Nancy Powell for the Secretary's signature asking that Jim receive the Distinguished Service Award, including a suggested citation. Is there anything in particular the Secretary would like to emphasize? We could have it be something along the following lines:

or, I could pass to the speechwriters to come up with something.

I assume the Secretary will want to present the award at the event on the 20th; if so, we should probably look to get this into DGHR by early next week so we can get it printed and framed, and the medal engraved.

Many thanks, Steve","2","1","2","1","2","2","3","3","3","3"
"C05761103_5","","Stewart,

I went for news and indeed Guy is right. The meeting occurred yesterday and the decision was made to revoke the government on October 29. I wonder what happened with the initial decision which was strictly concerning Minister Dorsainvil and which was for November 20th or 21st.The idea had been sold that Michele should not be touched as the President did not care to have a vacuum in these electoral times. Plus, Michele was finally regarded as ambitionless (not seeking presidential powers) which is not a bad thing under the circumstances. Apparently, she, not being amenable to sacrificing some of her Ministers...and again, she being the one to name their replacements, has brought about the decision to do away with her altogether. The trouble is that nobody seems willing to counter the President with whom the instructions have originated. It is a head to head match between the Prime Minister and the President. That is obviously not good. Nobody will stand against the President elect for the Prime Minister appointed.

I will have two meetings with separate parliamentarians tomorrow. On one end the ones voting to oust her on the other the week opposition. The frustrating thing is that none have allegiance to her, just as none have the individual power to stand against the vote for which consensus is being secured.

• The UN and other international players (at least locally) after having cried victory, success and democracy are reluctant to openly and publically denounce the matter. After announcing a week or two ago that Haiti is the new place to invest, how can they say anything but whatever is done, reflects good governance.

Frankly, I did not see this one coming. We need to think.

In touch tomorrow for updates.","3","2","1","2","2","1","2","2","2","1"
"C05784043_4","Einhorn Visit Postponed","Colleagues, MFA Arms Control Dept. Director Sun Lei informed me at 1830 pm that, ""in light of the current situation, China has decided to postpone the consultations with Robert Einhorn"" scheduled for July 20-21. Sun added that China attached importance to these consultations but the U.S. should clearly know why China is postponing them, and that ""the responsibility is not on the Chinese side."" He said that we cannot request cooperation on issues of concern to the U.S. while not cooperating on issues of concern to China. I noted that the issues Mr. Einhorn would discuss are of concern not only to the U.S., but also to China and many other countries.","3","2","3","3","1","2","3","1","2","1"
"C05768674_2","Grapes","Just had dinner with Chilean FM Moreno at Insulza's house. Moreno said the USDA deal is: that Cat 1 grapes can come in after April 10; others nit April 10; USDA will send more APHIS inspectors to do on-site inspections in Chile so that grapes that do not make Cat 1 can be sold elsewhere and not get rejected in US.

The real USDA give here is on beefed-up on-site inspections --the Cat 1 / Apr 10 stuff was standard. Moreno has already spoken with Chilean exporters and seems ok with it. Not perfect but better than it could have been. He said he was not aware that there was a Mexico angle as well in this issue.

ck","1","2","3","2","2","2","2","2","1","1"
"C05769207_1","","I understand that South African Foreign Minister has placed a call to the Secretary on the proposed World Bank loan for a coal-fired power plant. Wanted to give you some background on that (beyond what will be in the call sheet), in case the Secretary ends up returning the call. I've pasted below a DRAFT IM that was prepared for the two Ds. It gives more substantive background on the project, which I thought might be helpful. It does not yet fully reflect building views, so I've tried to summarize those here.

Don't hesitate to reach out if you want more information on any of this. MS","2","2","2","2","2","1","2","2","2","1"
"C05792188_0","Ms. Marie Colvin","Dear Senator Whitehouse,

My apologies for not responding sooner to your message last night. We've received very sensitive information, the key elements of which we have been allowed to share only with the family given our contacts' security concerns. While we very much appreciate the offer by you and former Senator Specter to intervene with the Syrian leadership, we concluded that such outreach would be better left to Kofi Annan in his new capacity as UN/Arab League Special Envoy for Syria. The humanitarian situation is part of Annan's mandate, and we do not want to risk crossing wires with that effort. We were also concerned that the regime might misinterpret outreach by others as a USG attempt to open a channel of communication.

I hope this is useful, and please feel free to contact me if you have any other questions. Best, Michelle","3","3","2","3","2","3","3","2","2","3"
"C05772388_0","John Kerry","I will have with me a big file on this; I raised the case on the margins of Aboul-Gheit's meeting with you on August 30. We will work with CA to have a letter prepared to take.

The case is typical in that the U.S. parent has custody that the Egyptian courts have not yet recognized (case is pending). But it's atypical in that it's the mother who took the kids to Egypt and the father who is in the U.S. We're in touch with Senator Kerry's office on this.

Jeffrey Feltman Assistant Secretary Bureau of Near Eastern Affairs Department of State 202-647-7209","3","3","2","3","1","2","3","1","2","1"
"C05766256_1","Changing Political Situation in Pakistan","Jake

In the past 48 hours, the political situation in Pakistan has entered a new phase. The Supreme Court ruled the NRO illegal and paved the way for prosecution of several government officials, most notably Interior Minister Rehman Malik. Malik has been summoned before the Court and the Defense Minister (along with 247 other officials) was barred from traveling to China on an official visit. Vali Nasr has been following the fast-moving and still unclear developments closely.

In addition, the Supreme Court has opened the door to new petitions to be filed, questioning Zardari's eligibility to have run for president in the first place. The Court could use those petitions to force Zardari from office in the near future. It is clear that Zardari's fate will be decided by the military, which has been gaining prominence and will be in an even stronger position after this shake-up.

In the past two days Gilani has come to Zardari's defense, suggesting the two have reached an agreement over transfer of power from president to prime minister.","3","3","2","3","2","3","3","2","2","3"
"C05779574_2","","Hi Cheryl & Huma - As you may know, since concluding my Shanghai role, I have been giving my all to building a Mexican American diaspora project aimed at helping build a civil society infrastructure in Mexico. Along with Henry Cisneros and Maria Echaveste, who have joined me on the board of the U.S.- Mexico Foundation, we have been traveling around the country to build support in the Mexican American community for our efforts.

I am pleased to say that we will publicly launch this project on May 17 with a series of events in DC, including a national press club event that Henry C. will headline. As you know, our efforts have been inspired by Secy Clinton's charge to us to find ways to engage in Mexico. Part of the success of our efforts has been our ability to tell people that Secy Clinton is deeply committed to this project. I truly believe that this is an HRC legacy project. Nothing like this has ever been attempted in our community. We have been involved in precedent shattering conversations with Mexican civil society leaders, including the most prominent business leaders. We have reached deep into our pockets to demonstrate financial commitment. I personally gave $10k to this effort. I am not alone.

Now the ask: we'd like Secy Clinton to be our lunch keynote on May 17. As I mention, this is her baby - a wonderful legacy project that she can be proud of. I wish I could say that this is the last time that I'll ever ask for something but I'd probably be lying. Please try to make this happen. Her key Latino advisors/supporters are leading this.","3","3","2","3","1","3","3","3","2","3"
"C05778434_5","","I do NOT know how she does it, but listening to her speak about the issues that we all care about so much, with such passion and depth of knowledge, made it all worthwhile many times over, and I honestly did not think I could ever say that. That is why we do what we do. I looked over and saw the three of you standing there — I'm sure I must have looked like a proud parent — and was very proud to be part of the team. We did something really important. AM Anne-Marie Slaughter Director of Policy Planning U.S. Department of State (202) 647-2972","1","2","2","1","1","1","1","1","2","1"
"C05766169_2","","Jan and Nancy: 

As we are winding down the first year for Hillary, I wanted to reach out and say a belated but sincere thank you for all the work you put in to get us off to a great start with staffing her team.

I am sure as you look across it you see a number of the faces you recommended, all of whom are doing yeomen's work given the challenges this administration faces in foreign policy.

A special thank you as well for Margaret. She has been the gift that keeps on giving (indeed she is focused now on ensuring USAID has the team it needs to assist Hillary both in revitalizing the agencyand producing the development outcomes that will last for a lifetime).

I hope you have a great holiday season — I know there are many who will be giving thanks for you being among their blessings — I just wanted to add my voice.

best.

cdm","2","2","3","3","3","1","1","3","3","2"
"C05784302_9","Response to Turkish Earthquake","You will have seen that there was a very serious earthquake near Van in eastern Turkey this morning, with recent estimates putting it at 7.3 on the Richter scale, and initial reports suggest there are hundreds of fatalities. Embassy Ankara has convened an Emergency Action Committee and formed a command post to monitor the situation and coordinate any USG response. The Embassy has been in touch with the Turks to determine whether they are seeking outside assistance, and OFDA has put the Fairfax and Miami/Dade County search and rescue teams on standby for possible deployment to assist in recovery efforts. Ops Center will update through the day as required.","2","3","2","3","1","3","3","2","1","2"
"C05792097_0","Moment w Lebanese school girls I had to share","Cheryl,

Am about to depart Beirut. Was in classroom yesterday in working cl town in southern Leb w classrm of 12 year old girls. (We had done a bunch of much needed physical repair work at school.) Asked how many were going to university. Almost every hand went up. Asked how many knew what they wanted to do after university. One after the other, they started volunteering: doctor, graphic designer, journalist, teacher, media specialist, pilot. So I said that our boss, Secretary of State Hillary Clinton, would be so pleased to hear about all their future plans because it was so impt to her that girls all over the world committed to their studies and like them, made plans for their futures and worked toward them. Huge smiles in the rm. Then I added that Secretary Clinton also wanted to hear from all of us (I pointed at me + our Amb + the various usg staff in the rm) what we were doing to help them achieve their goals. Even bigger grins. Definitely one of the (too rare) purely fun moments in the job. So I thought you should know. --m","1","1","1","1","1","1","3","3","1","1"
"C05781039_2","","Hey Hillary- heard through the grapevine you're going to be sitting down with a good friend of mine this week for an interview- Abigail Disney. She has been an incredible resource and coach over the last few months as I push forward to finish my film. Her project on women, war, and peace is also incredibly powerful. We now live in a time when it is more dangerous being a civilian in war than it is being a soldier- all the more reason her project is so important. Hope you had a good fourth of July and got my fingers crossed we get to catch up soon. You're deeply missed. xxooz

Sent from myyerizon Wireless BlackBerry","1","3","3","3","2","2","1","2","1","1"
"C05788124_6","Heads up on call","No, no other background. We found out this problem through a fluke really, involving an apparent case of mistaken identity when a teacher at the American school was prohibited from leaving Egypt last night. Our consular people went to the Ministry of Justice with her, ran into the IRI lawyer, who talked to the judge, who said he had put some people on the no fly list. It isn't clear who/ how many are on the list . We were in touch with the Deputy Minister at the MFA today about this, but obviously they didn't, or couldn't, do anything. We were told that IRI had someone leaving on vacation, but we didn't know Sam himself was departing. Lorne got in touch with me directly when he heard about Sam.

I am sure that Secretary LaHood is worried about his son. Sam is back at his apartment. We are trying to get our friends in the SCAF right now and believe we can find out tomorrow if Julie and other principals are on the list.

We will also work on contingencies.","1","2","2","1","3","2","2","2","2","2"
"C05792401_2","","Ambassador -- Yes, I agree. I just came back from spending about an hour with Jeff, who is now here at BAF.

, but as things now stand, he will not go to Germany until sometime tomorrow, so there will be a chance for you to go and see him at the hospital after the ramp ceremony. (COMISAF and COMIJC are also planning to attend the ceremony and then go to the hospital.) We have it all worked out. Will confirm that this is still the case in the morning.

I am now going to call Jeff's wife, but I after that, I am reachable at ext 2270 or 2276.

KD","1","1","3","1","1","3","1","1","1","1"
"C05782016_1","","To the editor:

As a human rights advocate who over the years has both agreed and argued with State Department Legal Adviser Harold Koh, I felt that Paul Starobin's suggestion that Koh has betrayed his principles (""A Moral Flip-Flop, August 7) left an unfair impression. Koh's problem is that when he associates himself with an administration policy that troubles his friends, we know about it, since of course he is free to agree publicly with his president (and since the administration is likely to roll him out as a spokesman on precisely those occasions). When he pushes to change or strengthen a policy in ways that champions of human rights would cheer, we are less likely to find out, because he has to be discreet in such efforts to remain effective. But whatever one thinks of his arguments about the War Powers Act and Libya, Koh has remained a dogged champion of many causes to which he has dedicated his life — from urging the administration to stick to its guns on closing Guantanamo, to advocating civilian trials for terror suspects, to elevating the promotion of human rights and justice for war crimes in American foreign policy.

Tom Malinowski Washington Director Human Rights Watch 1630 Connecticut Avenue, NW Washington, DC 20009

Tom Malinowski","3","3","2","3","1","2","2","2","1","1"
"C05791561_1","","Deputy Secretary Burns, Jake, Alec,

Please keep close hold, but my team is planning to launch a tool on Sunday that will publicly track and map the defections in Syria and which parts of the government they are coming from. Our logic behind this is that while many people are tracking the atrocities, nobody is visually representing and mapping the defections, which we believe are important in encouraging more to defect and giving confidence to the opposition. Given how hard it is to get information into Syria right now, we are partnering with Al-Jazeera who will take primary ownership over the tool we have built, track the data, verify it, and broadcast it back into Syria. I've attached a few visuals that show what the tool will look like. Please keep this very close hold and let me know if there is anything else you think we need to account for or think about before we launch. We believe this can have an important impact.

Thanks, Jared

Jared Cohen I Director of Google Ideas I Google I Tel: 212-565-9494

Follow me on Google+ Follow me on Twitter","3","2","3","3","2","2","2","3","3","3"
"C05771473_1","Update on marking strategy for USAID grantees in Pakistan","Mark,

Who can give me a brief summary of the particular marking strategies of each of the grantees?

Now that I'm a seasoned veteran (in Islamabad for a month) I'd like to see an American flag on every item/project. Nothing else. Just the flag. Every Pakistani with whom I've spoken has told me that fancier logos, including the USAID logo, dilute the clarity of the marking, contributing to the overwhelming message I've received all over the country: ""America announces repeatedly its billions in assistance. We see none of it. Therefore it's going directly into the coffers of corrupt Pakistanis."" Or worse: a cabinet minister told me two days ago that ""KLB money is being taken from the Pakistani people to build a new embassy compound in Islamabad.""

I know these are simply impressions, and wrong ones; and we'll work to correct them. But I'd like to know what the grantees plan.

Thanks,

Cameron","1","2","1","1","1","3","1","2","2","1"
"C05778227_0","Schedule","Responses:

- if paris happens, we want to come back same night. We just need to figure out crew rest. Will get a plane to ny that night. - if paris doesn't happen, we'll throw something else together. - munich is still fri morning unless you know something we don't - ok on apec. I have her info. - no date for Friends of Yemen that's confirmed. I had heard late march but nothing since then. - no clue on speech for latin america - will have to check with others. Still waiting for lula decision for feb 14th. Still holding that date. - dates for japan pm not anywhere near seat. They know we want that date and bahrain.","1","1","3","1","1","1","2","1","1","1"
"C05784120_3","","Sorry for the long email.

Senator Menendez just pulled me aside on the margins of his meeting with Ambassador Wayne and explained he's been disappointed with some of our Western Hemisphere ambassadorial nominees.

Menendez asked if he should call the Secretary to voice his concerns about the Western Hemisphere noms. I told him that wouldn't be necessary. He asked if he should talk to Cheryl, and I said I would take that back. Cheryl, hate to add to your plate, but can I share your contact information with Senator Menendez? Or is there someone else you want to return his call? Thanks.","2","3","3","3","3","3","2","2","2","3"
"C05775219_1","","Thanks a lot for all the good wishes you have sent via Lois. It has been one of the pleasures of the last few months to see you going from strength to strength. And the wedding looked fantastic!

Your message on Saturday was poignant. Losing is tough. When you win the party members and MPs doubly so. (When it's your brother...). But I am so proud of the campaign we ran, the issues we raised etc. We got people to believe in a New Labour platform - and modernised the platform.

I have announced today that I will stay in Parliament but not in shadow cabinet.

Thanks for all your encouragement over the last couple of years. I will let you know when I am in DC. All best,

David Sent from my BlackBerry® wireless device","1","2","1","1","2","1","1","2","3","1"
"C05760429_2","","About six weeks ago, HRC agreed to give a speech commemorating the anniversary of the 1994 UN Conference on Population and Development in Cairo. I believe the actual anniversary is December 18th so frankly, if we did the speech in early January, we would not be that far off the mark. The idea would be to do this speech at State with the audience including the NG0s, Gates Foundation, UN, and Packard Foundations. This speech could send a message regarding the link between population and environmental sustainability and as a result, improve women's status and rights. I would love to give them January 6th-8th if that works on your end.

Lona Valmoro Special Assistant to the Secretary of State","3","3","2","3","3","3","3","3","3","3"
"C05767655_3","","I'm very pleased to announce that we've had a breakthrough in negotiations in Honduras.

I want to congratulate the people of Honduras as well as President Zelaya and Mr. Michelleti for reaching an historic ' agreement. I also congratulate Costa Rican President Oscar Arias for the important role he has played in fashioning the San Jose process and the OAS for its role in facilitating the successful round of talks.

As you know I sent Assistant Secretary Tom Shannon and his deputy Craig Kelly, and the White House NSC representative for the Western Hemisphere Dan Ristreppo to Honduras yesterday after speaking with both President Zelaya and Mr. Micheletti last Friday to urge them finally, once and for all to reach an agreement.

I cannot think of another example of a country in Latin America that having suffered a rupture of its democratic and consitutional order overcame such a crisis through negotiation and dialogue.","3","2","3","3","2","2","2","3","2","2"
"C05791473_2","","Hi cheryl,

I look fwd to attending the speech this morning.

I had one last minute request - I understand that in the final version there is no reference to the child survival call to action, but their is a reference to family planning efforts. Could you and josh try to make sure there is some specific reference to the call to action?

Also, in terms of acknowledgements it would be good to note tom friedan's leadership as everyone is sensitive to our ghi transition and we want to continue to send the usaid-pepfar-cdc working together public message. I don't know if he is there, but.wanted to flag.

Look forward to it.

Raj","1","2","2","1","1","3","2","2","3","2"
"C05762853_3","Goldman Decision - update as of 01:30 local time - NO RETURN TONIGHT","Dan,

I just got off the phone with Embassy Brasilia Charge Lisa Kubiske, who provided a recap of current developments in the Goldman child custody case. Summarizing:

-- David Goldman's Brazilian lawyer and the family's attorney are currently attempting to negotiate an ""voluntary return."" --If those talks fail, Goldman will request the Brazilian police execute the involuntary return ordered yesterday by a Brazilian judge. This outcome would create a negative PR climate. --Brazilian police ""think"" they know the boy's whereabouts. --Return to US likely will occur on an NBC News-chartered aircraft, as Goldman has inked some sort of exclusive deal w/ NBC for the story. --Post has been working with WHA and PD on a possible S statement.

Craig Kelly just called in for the latest developments, which I passed. gm","1","2","1","1","2","2","3","3","2","3"
